                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.9582,                 6.3696,                 4.1916,                  4e-05,                0.02273,                  5e-05,                  1e-05,                 4.7828,                 5.3555,                 4.1602,              6.666e-05,              6.666e-05,              6.666e-05
